  well number F478061
4.370 0.040
11.800 0.070
21.500 0.090
30.800 0.090
57.800 0.130
96.900 0.160
151.000 0.190
243.000 0.230
346.000 0.280
495.000 0.300
680.000 0.330
1060.000 0.380
1480.000 0.390
2200.000 0.420
3280.000 0.450
4330.000 0.470
