4.74341649e-04	3.32189888e-05
5.78029289e-04	4.08944807e-05
7.04382294e-04	4.86002349e-05
8.58355149e-04	5.25888214e-05
1.04598535e-03	4.46835583e-05
1.27463015e-03	1.22739777e-05
1.55325505e-03	-5.33627782e-05
1.89278532e-03	-1.28467678e-04
2.30653445e-03	-9.31325120e-05
2.81072613e-03	3.74453033e-04
3.42513046e-03	1.93032114e-03
4.17383910e-03	5.67870793e-03
5.08621002e-03	1.32077925e-02
6.19801860e-03	2.65050351e-02
7.55286046e-03	4.77560736e-02
9.20386091e-03	7.90779081e-02
1.12157581e-02	1.22255528e-01
1.36674413e-02	1.78534425e-01
1.66550448e-02	2.48488964e-01
2.02957166e-02	3.31963897e-01
2.47322129e-02	4.28082293e-01
3.01384950e-02	5.35322819e-01
3.67265512e-02	6.51659911e-01
4.47547086e-02	7.74747316e-01
5.45377629e-02	9.02121291e-01
6.64593219e-02	1.03138852e+00
8.09868470e-02	1.16036927e+00
9.86899837e-02	1.28717568e+00
1.20262897e-01	1.41021657e+00
1.46551494e-01	1.52813850e+00
1.78586586e-01	1.63973382e+00
2.17624317e-01	1.74386073e+00
2.65195412e-01	1.83941674e+00
3.23165204e-01	1.92538677e+00
3.93806770e-01	2.00095723e+00
4.79890071e-01	2.06566262e+00
5.84790555e-01	2.11952115e+00
7.12621524e-01	2.16312119e+00
8.68395415e-01	2.19762986e+00
1.05822035e+00	2.22470506e+00
1.28953963e+00	2.24631016e+00
1.57142363e+00	2.26446225e+00
1.91492542e+00	2.28097896e+00
2.33351422e+00	2.29730240e+00
2.84360348e+00	2.31445207e+00
3.46519455e+00	2.33309906e+00
4.22266092e+00	2.35370042e+00
5.14570393e+00	2.37662309e+00
6.27051744e+00	2.40222184e+00
7.64120702e+00	2.43087558e+00
9.31151939e+00	2.46300126e+00
1.13469499e+01	2.49905933e+00
1.38273108e+01	2.53955577e+00
1.68498605e+01	2.58504145e+00
2.05331176e+01	2.63610829e+00
2.50215081e+01	2.69338101e+00
3.04910280e+01	2.75750326e+00
3.71561453e+01	2.82911677e+00
4.52782089e+01	2.90883253e+00
5.51756966e+01	2.99719360e+00
6.72367032e+01	3.09463052e+00
8.19341583e+01	3.20141233e+00
9.98443703e+01	3.31759880e+00
1.21669625e+02	3.44300248e+00
1.48265721e+02	3.57717072e+00
1.80675531e+02	3.71939747e+00
2.20169890e+02	3.86876990e+00
2.68297429e+02	4.02424637e+00
3.26945299e+02	4.18475192e+00
3.98413167e+02	4.34927010e+00
4.85503393e+02	4.51691075e+00
5.91630909e+02	4.68694266e+00
7.20957129e+02	4.85879367e+00
8.78553123e+02	5.03202989e+00
1.07059846e+03	5.20632723e+00
1.30462350e+03	5.38144428e+00
1.58980473e+03	5.55720021e+00
1.93732450e+03	5.73345830e+00
2.36080956e+03	5.91011404e+00
2.87686539e+03	6.08708665e+00
3.50572728e+03	6.26431311e+00
4.27205380e+03	6.44174380e+00
5.20589374e+03	6.61933941e+00
6.34386431e+03	6.79706856e+00
7.73058698e+03	6.97490613e+00
9.42043716e+03	7.15283188e+00
1.14796763e+04	7.33082948e+00
1.39890502e+04	7.50888568e+00
1.70469550e+04	7.68698974e+00
2.07732956e+04	7.86513292e+00
2.53141871e+04	8.04330810e+00
3.08476846e+04	8.22150945e+00
3.75907645e+04	8.39973225e+00
4.58078326e+04	8.57797264e+00
5.58210922e+04	8.75622753e+00
6.80231776e+04	8.93449399e+00
8.28925503e+04	9.11277016e+00
1.01012260e+05	9.29105428e+00
1.23092806e+05	9.46934493e+00
1.50000000e+05	9.64764050e+00
