   1.5000000e-04	   7.6948302e-05	
   1.7036000e-04	   8.1968084e-05	
   1.9348354e-04	   8.7312595e-05	
   2.1974571e-04	   9.3002441e-05	
   2.4957253e-04	   9.9059471e-05	
   2.8344785e-04	   1.0550685e-04	
   3.2192118e-04	   1.1236912e-04	
   3.6561662e-04	   1.1967226e-04	
   4.1524299e-04	   1.2744377e-04	
   4.7160532e-04	   1.3571275e-04	
   5.3561789e-04	   1.4450992e-04	
   6.0831911e-04	   1.5386774e-04	
   6.9088831e-04	   1.6382045e-04	
   7.8466490e-04	   1.7440411e-04	
   8.9117010e-04	   1.8565669e-04	
   1.0121316e-03	   1.9761807e-04	
   1.1495116e-03	   2.1033009e-04	
   1.3055387e-03	   2.2383657e-04	
   1.4827439e-03	   2.3818325e-04	
   1.6840017e-03	   2.5341780e-04	
   1.9125769e-03	   2.6958972e-04	
   2.1721773e-03	   2.8675020e-04	
   2.4670143e-03	   3.0495194e-04	
   2.8018704e-03	   3.2424893e-04	
   3.1821777e-03	   3.4469606e-04	
   3.6141053e-03	   3.6634876e-04	
   4.1046600e-03	   3.8926239e-04	
   4.6617993e-03	   4.1349161e-04	
   5.2945610e-03	   4.3908957e-04	
   6.0132095e-03	   4.6610696e-04	
   6.8294026e-03	   4.9459088e-04	
   7.7563804e-03	   5.2458364e-04	
   8.8091799e-03	   5.5612128e-04	
   1.0004879e-02	   5.8923212e-04	
   1.1362875e-02	   6.2393507e-04	
   1.2905197e-02	   6.6023792e-04	
   1.4656862e-02	   6.9813558e-04	
   1.6646287e-02	   7.3760829e-04	
   1.8905744e-02	   7.7861989e-04	
   2.1471884e-02	   8.2111608e-04	
   2.4386335e-02	   8.6502288e-04	
   2.7696374e-02	   9.1024519e-04	
   3.1455696e-02	   9.5666571e-04	
   3.5725283e-02	   1.0041443e-03	
   4.0574396e-02	   1.0525181e-03	
   4.6081695e-02	   1.1016032e-03	
   5.2336518e-02	   1.1511978e-03	
   5.9440330e-02	   1.2010876e-03	
   6.7508365e-02	   1.2510539e-03	
   7.6671502e-02	   1.3008834e-03	
   8.7078383e-02	   1.3503807e-03	
   9.8897824e-02	   1.3993798e-03	
   1.1232156e-01	   1.4477551e-03	
   1.2756734e-01	   1.4954273e-03	
   1.4488248e-01	   1.5423604e-03	
   1.6454787e-01	   1.5885494e-03	
   1.8688250e-01	   1.6339983e-03	
   2.1224869e-01	   1.6786841e-03	
   2.4105792e-01	   1.7225322e-03	
   2.7377752e-01	   1.7653870e-03	
   3.1093827e-01	   1.8070020e-03	
   3.5314296e-01	   1.8470490e-03	
   4.0107624e-01	   1.8851373e-03	
   4.5551567e-01	   1.9208468e-03	
   5.1734434e-01	   1.9537671e-03	
   5.8756522e-01	   1.9835318e-03	
   6.6731742e-01	   2.0098548e-03	
   7.5789466e-01	   2.0325567e-03	
   8.6076625e-01	   2.0515862e-03	
   9.7760094e-01	   2.0670310e-03	
   1.1102940e+00	   2.0791160e-03	
   1.2609979e+00	   2.0881877e-03	
   1.4321574e+00	   2.0946842e-03	
   1.6265490e+00	   2.0990947e-03	
   1.8473259e+00	   2.1019131e-03	
   2.0980697e+00	   2.1035949e-03	
   2.3828477e+00	   2.1045237e-03	
   2.7062796e+00	   2.1049941e-03	
   3.0736120e+00	   2.1052107e-03	
   3.4908037e+00	   2.1053013e-03	
   3.9646222e+00	   2.1053365e-03	
   4.5027537e+00	   2.1053508e-03	
   5.1139276e+00	   2.1053585e-03	
   5.8080582e+00	   2.1053650e-03	
   6.5964054e+00	   2.1053717e-03	
   7.4917577e+00	   2.1053793e-03	
   8.5086391e+00	   2.1053879e-03	
   9.6635453e+00	   2.1053975e-03	
   1.0975211e+01	   2.1054086e-03	
   1.2464913e+01	   2.1054206e-03	
   1.4156817e+01	   2.1054344e-03	
   1.6078370e+01	   2.1054503e-03	
   1.8260741e+01	   2.1054678e-03	
   2.0739333e+01	   2.1054873e-03	
   2.3554352e+01	   2.1055094e-03	
   2.6751463e+01	   2.1055343e-03	
   3.0382529e+01	   2.1055618e-03	
   3.4506452e+01	   2.1055925e-03	
   3.9190128e+01	   2.1056266e-03	
   4.4509536e+01	   2.1056640e-03	
   5.0550965e+01	   2.1057053e-03	
   5.7412417e+01	   2.1057502e-03	
   6.5205197e+01	   2.1057990e-03	
   7.4055718e+01	   2.1058515e-03	
   8.4107549e+01	   2.1059075e-03	
   9.5523749e+01	   2.1059668e-03	
   1.0848951e+02	   2.1060288e-03	
   1.2321515e+02	   2.1060932e-03	
   1.3993956e+02	   2.1061591e-03	
   1.5893403e+02	   2.1062259e-03	
   1.8050668e+02	   2.1062927e-03	
   2.0500745e+02	   2.1063587e-03	
   2.3283380e+02	   2.1064231e-03	
   2.6443712e+02	   2.1064850e-03	
   3.0033006e+02	   2.1065436e-03	
   3.4109486e+02	   2.1065982e-03	
   3.8739281e+02	   2.1066482e-03	
   4.3997494e+02	   2.1066931e-03	
   4.9969422e+02	   2.1067325e-03	
   5.6751939e+02	   2.1067661e-03	
