   6.4455071e+02	   2.1067937e-03	
   7.3203774e+02	   2.1068150e-03	
   8.3139968e+02	   2.1068302e-03	
   9.4424835e+02	   2.1068391e-03	
   1.0724143e+03	   2.1068419e-03	
   1.2179767e+03	   2.1068387e-03	
   1.3832968e+03	   2.1068295e-03	
   1.5710563e+03	   2.1068147e-03	
   1.7843011e+03	   2.1067942e-03	
   2.0264903e+03	   2.1067684e-03	
   2.3015526e+03	   2.1067375e-03	
   2.6139501e+03	   2.1067016e-03	
   2.9687503e+03	   2.1066610e-03	
   3.3717088e+03	   2.1066160e-03	
   3.8293621e+03	   2.1065666e-03	
   4.3491343e+03	   2.1065132e-03	
   4.9394569e+03	   2.1064559e-03	
   5.6099060e+03	   2.1063950e-03	
   6.3713573e+03	   2.1063307e-03	
   7.2361631e+03	   2.1062631e-03	
   8.2183518e+03	   2.1061924e-03	
   9.3338563e+03	   2.1061189e-03	
   1.0600772e+04	   2.1060427e-03	
   1.2039650e+04	   2.1059640e-03	
   1.3673832e+04	   2.1058828e-03	
   1.5529828e+04	   2.1057995e-03	
   1.7637743e+04	   2.1057141e-03	
   2.0031773e+04	   2.1056268e-03	
   2.2750753e+04	   2.1055378e-03	
   2.5838789e+04	   2.1054470e-03	
   2.9345975e+04	   2.1053548e-03	
   3.3329203e+04	   2.1052612e-03	
   3.7853088e+04	   2.1051663e-03	
   4.2991014e+04	   2.1050702e-03	
   4.8826329e+04	   2.1049731e-03	
   5.5453691e+04	   2.1048750e-03	
   6.2980606e+04	   2.1047761e-03	
   7.1529175e+04	   2.1046765e-03	
   8.1238071e+04	   2.1045762e-03	
   9.2264787e+04	   2.1044753e-03	
   1.0478820e+05	   2.1043740e-03	
   1.1901145e+05	   2.1042722e-03	
   1.3516527e+05	   2.1041702e-03	
   1.5351171e+05	   2.1040679e-03	
   1.7434837e+05	   2.1039655e-03	
   1.9801326e+05	   2.1038630e-03	
   2.2489026e+05	   2.1037606e-03	
   2.5541538e+05	   2.1036582e-03	
   2.9008376e+05	   2.1035560e-03	
   3.2945781e+05	   2.1034540e-03	
   3.7417622e+05	   2.1033523e-03	
   4.2496442e+05	   2.1032510e-03	
   4.8264626e+05	   2.1031501e-03	
   5.4815746e+05	   2.1030496e-03	
   6.2256071e+05	   2.1029498e-03	
   7.0706297e+05	   2.1028505e-03	
   8.0303500e+05	   2.1027519e-03	
   9.1203364e+05	   2.1026542e-03	
   1.0358270e+06	   2.1025572e-03	
   1.1764233e+06	   2.1024611e-03	
   1.3361032e+06	   2.1023659e-03	
   1.5174570e+06	   2.1022718e-03	
   1.7234265e+06	   2.1021786e-03	
   1.9573530e+06	   2.1020866e-03	
   2.2230311e+06	   2.1019957e-03	
   2.5247705e+06	   2.1019060e-03	
   2.8674661e+06	   2.1018176e-03	
   3.2566769e+06	   2.1017302e-03	
   3.6987166e+06	   2.1016448e-03	
   4.2007558e+06	   2.1015605e-03	
   4.7709385e+06	   2.1014776e-03	
   5.4185140e+06	   2.1013963e-03	
   6.1539872e+06	   2.1013163e-03	
   6.9892885e+06	   2.1012381e-03	
   7.9379681e+06	   2.1011613e-03	
   9.0154152e+06	   2.1010862e-03	
   1.0239108e+07	   2.1010128e-03	
   1.1628896e+07	   2.1009410e-03	
   1.3207325e+07	   2.1008710e-03	
   1.5000000e+07	   2.1008027e-03	
